DOI,Affiliations
10.1111/eva.12950,"Departament of Genetics, Ecology and Evolution, Federal University of Minas Gerais, Minas Gerais, Av. Antônio Carlos 6627, Belo Horizonte, 31270-901, Brazil; Faculdade Pitágoras, Minas Gerais, Belo Horizonte, Brazil"
10.1007/s00011-019-01306-z,"Intensive Care Unit, The Eastern Hospital of the First Affiliated Hospital, Sun Yat-Sen University, Guangzhou, 510700, China; Intensive Care Unit, Guangdong, The Sixth Affiliated Hospital of Sun Yat-Sen University, No. 26, Erheng Road, Yuancun, Tianhe District, Guangzhou, 510655, China"
10.1186/s13287-019-1492-6,"Department of Pulmonary Medicine, Zhongshan Hospital, Fudan University, Shanghai, 20003, China; Department of Respiration, Ruijin Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, 20025, China; Institute of Respiratory Diseases, School of Medicine, Shanghai Jiao Tong University, Shanghai, 20025, China; Shanghai Respiratory Research Institute, Shanghai, 20003, China; State Key Laboratory of Bioreactor Engineering, Shanghai Key Laboratory of New Drug Design, School of Pharmacy, East China University of Science and Technology, Shanghai, 200237, China; Department of Pathology, Ruijin Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, 20025, China; Department of Pulmonary Medicine, Zhongshan Hospital, Qingpu Branch, Fudan University, Shanghai, 201700, China; National Clinical Research Center for Aging and Medicine, Huashan Hospital, Fudan University, Shanghai, 200040, China"
10.1039/c9an01737b,"State Key Laboratory of Precision Measurement Technology and Instruments, Department of Precision Instrument, Tsinghua University, Beijing, 100084, China; Laboratory for Chemistry and Physics of Interfaces, Department of Microsystems Engineering (IMTEK), University of Freiburg, Georges-Koehler-Allee 103, Freiburg, D-79110, Germany; Laboratory for Membrane Physiology and Technology, Institute of Physiology, University of Freiburg, Hermann-Herder-Str. 7, Freiburg, D-79104, Germany; Ionera Technologies GmbH, Hermann-Herder-Str. 7, Freiburg, D-79104, Germany"
10.1042/BSR20191136,"Department of Rheumatology, ZiBo Central Hospital, Zibo, 255036, Shandong, China; Department of Rheumatology, People’s Hospital of Rizhao, Rizhao, 276826, Shandong, China"
10.2147/OTT.S278582,"Department of Colorectal and Anal Surgery, First Hospital of Jilin University, Changchun, 130021, Jilin, China"
10.1088/1742-6596/1432/1/012033,"Universidad Peruana de Ciencias Aplicadas, Per, Lima, Peru; Universidad de la Costa, Barranquilla, Atlántico, Colombia; Universidad Del Atlántico, Atlántico, Colombia; Universidad Del Sucre, Sincelejo, Sucre, Colombia"
10.1080/15384101.2019.1708029,"Department of Cardiology, Jining No.1 People’s Hospital, Jining, Shandong, China"
10.1208/s12249-020-1622-6,"Department of Ophthalmology, Ningcheng Central Hospital, Chifeng, 024200, Neimenggu, China; Department of Ophthalmology, Jiuquan People’s Hospital, Jiuquan, 735000, Gansu, China; Department of Pharmacy, Zhucheng Maternal and Child Health Care Hospital, Zhucheng, 262200, Shandong, China; Department of Neurology, Ningcheng Central Hospital, Chifeng, 024200, Neimenggu, China; Department of Ophthalmology, Xuzhou Municipal Central Hospital, Xuzhou, 221000, Jiangsu, China"
10.1080/15384101.2019.1692176,"Department of Radiation Oncology, First Hospital of Quanzhou Affiliated to Fujian Medical University, Quanzhou, Fujian, China; Department of Pathology, First Hospital of Quanzhou Affiliated to Fujian Medical University, Quanzhou, Fujian, China"
10.1002/jcb.29431,"Department of Gynecology, Jining No. 1 People's Hospital, Jining, Shandong, China; Department of Gynecology and Obstetrics, Shengli Oilfield Central Hospital, Dongying, Shandong, China"
10.1161/HYPERTENSIONAHA.119.14508,"From the Department of Internal Medicine, Hospital Mutua Terrassa, University of Barcelona; Department of Preventive Medicine and Public Health, Universidad Autónoma de Madrid, Madrid, Spain; Hypertension Unit, Department of Medicine, Hadassah-Hebrew University Medical Center, Mount-Scopus, Jerusalem, Israel; Department of Medicine and Surgery, University of Milano-Bicocca, Cardiology Unit and Department of Cardiovascular, Neural, Metabolic Sciences, S. Luca Hospital, Istituto Auxologico Italiano, Milan, United States; Hypertension Center STRIDE-7, National and Kapodistrian University of Athens, School of Medicine, Third Department of Medicine, Sotiria Hospital; Primary Care Centre ""La Mina, Barcelona; Hypertension Unit and Cardiorenal Translational Laboratory, Hospital 12 de Octubre, Madrid, Spain; Department of Nephrology, Hospital Universitario Central de Asturias, RedinRen, Oviedo, Dominican Republic"
10.1002/jcb.29429,"Department of Respiratory Medicine, Jinan No. 4 People's Hospital, Jinan, Shandong, China"
10.1088/1742-6596/1432/1/012096,"Universidad Peruana de Ciencias Aplicadas, Perú., Lima, Peru; Universidad Del Atlántico, Atlántico, Colombia; Universidad de Sucre, Sincelejo, Sucre, Colombia; Universidad Simón Bolívar, Atlántico, Colombia; Universidad de la Costa, Barranquilla, Atlántico, Colombia"
10.1088/0026-1394/57/1A/08023,"CEM, United States"
10.2147/OTT.S282425,"Department of Obstetrics and Gynecology, The Third Affiliated Hospital of Zhengzhou University, Zhengzhou, 450052, China; Department of Obstetrics and Gynecology, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, 450052, China"
10.1016/j.cimid.2019.101403,"Department of Sanitary and Environmental Engineering, Federal University of Minas Gerais, 6627 Antônio Carlos Avenue, Campus Pampulha, Belo Horizonte, MG, Brazil; Department of Chemistry, Federal University of Minas Gerais, 6627 Antônio Carlos Avenue, Campus Pampulha, Belo Horizonte, MG, Brazil"
10.1007/s10238-019-00591-6,"Department of Orthopedics, The Second Hospital of Tianjin Medical University, Tianjin, 300211, China; Department of Gastrointestinal Surgery, The Second Hospital of Tianjin Medical University, Tianjin, 300211, China; Department of Pathology, Tianjin Medical University, Tianjin, 300070, China; Department of Joint Orthopedics, Yantai Yuhuangding Hospital, Yantai, 264000, Shandong Province, China; Department of Orthopedics, The 981st Hospital of the Chinese People’s Liberation Army, Chengde, 067000, Hebei Province, China"
10.1016/j.gene.2019.144143,"Department of Cardiology, Shaoxing People's Hospital (Shaoxing Hospital, Zhejiang University School of Medicine), Shaoxing, 312000, Zhejiang Province, China; Department of Clinical Laboratory Center, Shaoxing People's Hospital (Shaoxing Hospital, Zhejiang University School of Medicine), Shaoxing, 312000, Zhejiang Province, China; Department of Ultrasonography, The First People′s Hospital of Huzhou, Huzhou, 313000, Zhejiang Province, China; Zhejiang University School of Medicine, Zhejiang University, Hangzhou, 310058, Zhejiang Province, China; The First Clinical Medical College, Wenzhou Medical University, Wenzhou, 325000, Zhejiang Province, China; Department of Cardiology, Zhejiang Integrated Traditional and Western Medicine Hospital, Hangzhou, 310000, Zhejiang Province, China; Department of Pediatrics, Shaoxing People's Hospital (Shaoxing Hospital, Zhejiang University School of Medicine), Shaoxing, 312000, Zhejiang Province, China"
10.2147/JIR.S284471,"Department of Pharmacology, Riphah Institute of Pharmaceutical Sciences, Riphah International University, Islamabad, Pakistan; National Center for Bioinformatics, Quaid-I-Azam University, Islamabad, Pakistan; Department of Pharmacology and Toxicology, Faculty of Pharmacy, University of Tabuk, Tabuk, Saudi Arabia; Department of Comparative Biology and Experimental Medicine, Faculty of Veterinary Medicine, Hotchkiss Brain Institute, Cumming School of Medicine, University of Calgary, Calgary, AB, Canada; State Key Laboratory of Oncogenomics, School of Chemical Biology and Biotechnology, Shenzhen Graduate School, Peking University, Shenzhen, China"
10.1088/1742-6596/1432/1/012075,"Universidad Peruana de Ciencias Aplicadas, Perú., Lima, Peru; Universidad Del Atlántico, Atlántico, Colombia; Universidad de Sucre, Sincelejo, Sucre, Colombia; Universidad Simón Bolívar, Barranquilla, Atlántico, Colombia; Universidad de la Costa, Barranquilla, Atlántico, Colombia"
10.2147/CMAR.S274426,"Department of Nephrology and Blood Purification Center, Jin Qiu Hospital of Liaoning Province (Geriatric Hospital of Liaoning Province), Shenyang City, 110000, Liaoning Province, China; Department of Basic Medical Sciences, Jiangsu College of Nursing, Huai’an, 223000, Jiangsu Province, China; Department of Ophthalmology, Jin Qiu Hospital of Liaoning Province (Geriatric Hospital of Liaoning Province), Shenyang City, 110000, Liaoning Province, China"
10.2147/CMAR.S269572,"Department of Neurosurgery, Hainan General Hospital/Hainan Affiliated Hospital of Hainan Medical University, Haikou, Hainan Province, China; Department of Neurology, Dalian Central Hospital, Dalian, Liaoning Province, China; Department of Neurosurgery, Hainan People’s Hospital, Haikou, Hainan Province, China; Department of Neurosurgery, The First Affiliated Hospital of Dalian Medical University, Dalian, Liaoning Province, China"
10.1002/jcp.29087,"Department of Nephrology, Linyi People's Hospital, Linyi, China"
10.1016/j.ifacol.2021.04.187,"Automatic Control Laboratory, Eth Zurich, Zurich, 8006, Switzerland; Center for Control, Dynamical Systems, and Computation, University of California, Santa Barbara, 93106, CA, United States; Academy of Mathematics and Systems Science, Chinese Academy of Science, Beijing, 100190, China; Institute of Information and Communication Technologies, Electronics and Applied Mathematics, Université Catholique de Louvain, Louvain-la-Neuve, B-1348, Belgium; Automatic Control Laboratory, Eth Zurich, Zurich, 8006, Switzerland"
10.2147/OTT.S279798,"Department of Clinical Laboratory, Henan Provincial People’s Hospital, Zhengzhou, 450003, Henan, China"
10.1016/j.yexmp.2019.104327,"Department of Anesthesiology, Shaanxi Provincial People's Hospital, Affiliated Hospital of Xi'an Medical University, Xi'an, 710068, China; Department of Anesthesiology, Union Hospital, Huazhong University of Science and Technology, Wuhan, 430000, China; Department of Anesthesiology, Xi'an No.3 Hospital, The Affiliated Hospital of Northwest University, Xi'an, 710018, China"
10.3233/JIFS-179584,"Yan'an Key Laboratory of Microbial Drug Innovation and Transformation, College of Medicine, Yan'an University, Shaanxi, Yan'an, China; Central Laboratory, Zunyi First People's Hospital, Third Affiliated Hospital of Zunyi Medical University, Guizhou Province, Zunyi, China; School of Biological Science and Technology, University of Jinan, Jinan, China"
10.2147/COPD.S282214,"Health Management Center, The Second Affiliated Hospital of Nanchang University, Nanchang, 330006, China; Department of Respiratory, The Second Affiliated Hospital of Nanchang University, Nanchang, 330006, Jiangxi, China"
10.1093/FQSAFE/FYZ041,"College of Food Science, Southwest University, Chongqing, China"
10.1088/1742-6596/1432/1/012031,"Universidad Peruana de Ciencias Aplicadas, Perú, Lima, Peru; Universidad de la Costa, Barranquilla, Atlántico, Colombia; Universidad Simón Bolívar, Barranquilla, Atlántico, Colombia; Universidad Del Sucre, Sincelejo, Sucre, Colombia; Universidad Del Atlántico, Puerto, Atlántico, Colombia"
10.1016/j.coph.2019.10.006,"UMR 1253 iBrain, Inserm, Université de Tours, Tours, France"
10.12659/MSM.920248,"Department of Obstetrics and Gynecology, Wuhan No. 1 Hospital, Wuhan, Hubei, China; Department of Radiology, Wuhan PuRen Hospital, Wuhan, Hubei, China"
10.1080/1061186X.2019.1616744,"Department of Anesthesiology, China-Japan Union Hospital of Jilin University, Changchun, China; Department of Gastroenterology, China-Japan Union Hospital of Jilin University, Changchun, China; Department of Gynaecology and Obstetrics, China-Japan Union Hospital of Jilin University, Changchun, China; Department of Endocrinology, China-Japan Union Hospital of Jilin University, Changchun, China"
10.1002/jcp.29069,"Department of Gastrointestinal Surgery, Jining No. 1 People's Hospital, Jining, China; Affiliated Jining No.1 People's Hospital of Jining Medical University, Jining Medical University, Jining, China; Department of General Surgery, Zoucheng Hospital of Traditional Chinese Medicine, Zoucheng, China"
10.1186/s13550-020-00734-x,"Department of Cancer Imaging, School of Biomedical Engineering and Imaging Sciences, King’s College London, 4th Floor, Lambeth Wing, St Thomas’ Hospital, Westminster Bridge Road, London, SE1 7EH, United Kingdom; King’s College London & Guy’s and St. Thomas’ PET Centre, London, United Kingdom; Department of Research and Development, NanoMab Technology Limited, Shanghai, China; Department of Nuclear Medicine, Shanghai General Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, China; Department of Radiology, Guy’s and St. Thomas’ NHS Foundation Trust, London, United Kingdom"
10.1186/s12881-019-0940-6,"Department of Pathology, Anhui University of Chinese Medicine, Hefei, 1 Qianjiang Road, Hefei, Anhui province, 230012, China; Graduate School, Anhui University of Chinese Medicine, Hefei, Anhui, 230038, China; Department of Psychology, Anhui University of Chinese Medicine, Hefei, Anhui, 230012, China"
10.2147/CMAR.S262096,"Department of Anorectal, The Affiliated Hospital of Changchun University of Chinese Medicine, Changchun, 133021, Jilin, China; Department of Colorectal and Stomach Cancer Surgery-1, Jilin Cancer Hospital, Changchun, 130000, Jilin, China"
